query,title,page_id,url,snippet,processing_time
로마의 면적은 서울시의 2배인가요?,Seoul,19159283,https://en.wikipedia.org/wiki/Seoul,"<span class=""searchmatch"">Seoul</span>, officially <span class=""searchmatch"">Seoul</span> Special Metropolitan City, is both the capital and largest city of South Korea, and the largest city in the whole of Korea. The",13.173550605773926
로마의 면적은 서울시의 2배인가요?,1988 Summer Olympics,82757,https://en.wikipedia.org/wiki/1988_Summer_Olympics,"officially branded as <span class=""searchmatch"">Seoul</span> 1988 (서울 1988), were an international multi-sport event held from 17 September to 2 October 1988 in <span class=""searchmatch"">Seoul</span>, South Korea. 159 nations",13.173550605773926
로마의 면적은 서울시의 2배인가요?,FC Seoul,1056336,https://en.wikipedia.org/wiki/FC_Seoul,"FC <span class=""searchmatch"">Seoul</span> (Korean: FC 서울) is a South Korean professional football club based in <span class=""searchmatch"">Seoul</span> that competes in the K League 1, the top flight of South Korean football",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Our Unwritten Seoul,78504856,https://en.wikipedia.org/wiki/Our_Unwritten_Seoul,"Our Unwritten <span class=""searchmatch"">Seoul</span> (Korean: 미지의 서울) is a 2025 South Korean television series starring Park Bo-young, Park Jin-young, and Ryu Kyung-soo. It aired on tvN",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Seoul Metropolitan Subway,293921,https://en.wikipedia.org/wiki/Seoul_Metropolitan_Subway,"The <span class=""searchmatch"">Seoul</span> Metropolitan Subway (Korean: 수도권 전철) is a metropolitan railway system consisting of 23 rapid transit, light metro, commuter rail and people",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Seoul (disambiguation),42578048,https://en.wikipedia.org/wiki/Seoul_%28disambiguation%29,"Look up <span class=""searchmatch"">Seoul</span> or <span class=""searchmatch"">Séoul</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Seoul</span> is the capital and largest city of South Korea. <span class=""searchmatch"">Seoul</span> may also refer to: <span class=""searchmatch"">Seoul</span> Capital",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Seoul Halloween crowd crush,72134831,https://en.wikipedia.org/wiki/Seoul_Halloween_crowd_crush,"surge occurred during Halloween festivities in the Itaewon neighborhood of <span class=""searchmatch"">Seoul</span>, South Korea, killing 159 people and wounding 196 others. The death toll",13.173550605773926
로마의 면적은 서울시의 2배인가요?,South Korea,27019,https://en.wikipedia.org/wiki/South_Korea,"islands. It has a population of about 52 million, of which half live in the <span class=""searchmatch"">Seoul</span> Metropolitan Area, the ninth most populous metropolitan area in the world;",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Seoul Metropolitan Area,38492603,https://en.wikipedia.org/wiki/Seoul_Metropolitan_Area,"The <span class=""searchmatch"">Seoul</span> Metropolitan Area (Sudogwon; Korean: 수도권, [sʰu.do.k͈wʌ̹n]) or Gyeonggi region (경기 지방), is the metropolitan area of <span class=""searchmatch"">Seoul</span>, Incheon, and Gyeonggi",13.173550605773926
로마의 면적은 서울시의 2배인가요?,N Seoul Tower,566211,https://en.wikipedia.org/wiki/N_Seoul_Tower,"The N <span class=""searchmatch"">Seoul</span> Tower (Korean: N 서울타워), officially the YTN <span class=""searchmatch"">Seoul</span> Tower and also known as the Namsan Tower, is a communication and observation tower located",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Area,1209,https://en.wikipedia.org/wiki/Area,"<span class=""searchmatch"">Area</span> is the measure of a region&#039;s size on a surface. The <span class=""searchmatch"">area</span> of a plane region or plane <span class=""searchmatch"">area</span> refers to the <span class=""searchmatch"">area</span> of a shape or planar lamina, while surface",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Urban area,764593,https://en.wikipedia.org/wiki/Urban_area,"An urban <span class=""searchmatch"">area</span> is a human settlement with a high population density and an infrastructure of built environment. Urban <span class=""searchmatch"">areas</span> originate through urbanization",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Schengen Area,16565139,https://en.wikipedia.org/wiki/Schengen_Area,"The Schengen <span class=""searchmatch"">Area</span> (English: /ˈʃɛŋən/ SHENG-ən, Luxembourgish: [ˈʃæŋən] ) is a system of open borders that encompass 29 European countries that have officially",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Unincorporated area,232346,https://en.wikipedia.org/wiki/Unincorporated_area,"An unincorporated <span class=""searchmatch"">area</span> is a parcel of land that is not governed by a local general-purpose municipal corporation. They may be governed or serviced by an",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Metropolitan area,75253,https://en.wikipedia.org/wiki/Metropolitan_area,"A metropolitan <span class=""searchmatch"">area</span> or metro is a region consisting of a densely populated urban agglomeration and its surrounding territories which share industries,",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Area 51,2321,https://en.wikipedia.org/wiki/Area_51,"<span class=""searchmatch"">Area</span> 51 is a highly classified United States Air Force (USAF) facility within the Nevada Test and Training Range in southern Nevada, 83 miles (134 km)",13.173550605773926
로마의 면적은 서울시의 2배인가요?,List of countries and dependencies by area,3989609,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_area,"a list of the world&#039;s countries and their dependencies, ranked by total <span class=""searchmatch"">area</span>, including land and water. This list includes entries that are not limited",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Metropolitan statistical area,75799,https://en.wikipedia.org/wiki/Metropolitan_statistical_area,"In the United States, a metropolitan statistical <span class=""searchmatch"">area</span> (MSA) is a geographical region with a relatively high population density at its core and close economic",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Protected area,100406,https://en.wikipedia.org/wiki/Protected_area,"Protected <span class=""searchmatch"">areas</span> or conservation <span class=""searchmatch"">areas</span> are locations which receive protection because of their recognized natural or cultural values. Protected <span class=""searchmatch"">areas</span> are those",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Disaster area,1986491,https://en.wikipedia.org/wiki/Disaster_area,"A disaster <span class=""searchmatch"">area</span> is a region or a locale that has been heavily damaged by either natural, technological or social hazards. Disaster <span class=""searchmatch"">areas</span> affect the population",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Size,43537463,https://en.wikipedia.org/wiki/Size,"<span class=""searchmatch"">Size</span> in general is the magnitude or dimensions of a thing. More specifically, geometrical <span class=""searchmatch"">size</span> (or spatial <span class=""searchmatch"">size</span>) can refer to three geometrical measures:",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Paper size,166105,https://en.wikipedia.org/wiki/Paper_size,"Paper <span class=""searchmatch"">size</span> refers to standardized dimensions for sheets of paper used globally in stationery, printing, and technical drawing. Most countries adhere to",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Shoe size,1015276,https://en.wikipedia.org/wiki/Shoe_size,"A shoe <span class=""searchmatch"">size</span> is an indication of the fitting <span class=""searchmatch"">size</span> of a shoe for a person. There are a number of different shoe-<span class=""searchmatch"">size</span> systems used worldwide. While all shoe",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Sizeism,11543449,https://en.wikipedia.org/wiki/Sizeism,"Look up <span class=""searchmatch"">Sizeism</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Sizeism</span>, weightism or <span class=""searchmatch"">size</span> discrimination is unjust or prejudicial treatment directed at people based",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Human penis size,20598355,https://en.wikipedia.org/wiki/Human_penis_size,"Human penis <span class=""searchmatch"">size</span> varies on a number of measures, including length and circumference when flaccid and erect. Besides the natural variability of human penises",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Bed size,883640,https://en.wikipedia.org/wiki/Bed_size,"Standard bed <span class=""searchmatch"">sizes</span> are based on standard mattress <span class=""searchmatch"">sizes</span>, which vary from country to country. Bed <span class=""searchmatch"">sizes</span> also vary according to the <span class=""searchmatch"">size</span> and degree of ornamentation",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Bra size,8003764,https://en.wikipedia.org/wiki/Bra_size,"Bra <span class=""searchmatch"">size</span> (also known as brassiere measurement or bust <span class=""searchmatch"">size</span>) indicates the characteristics of a bra to accurately fit the breasts. While there are multiple",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Sizing,492177,https://en.wikipedia.org/wiki/Sizing,"<span class=""searchmatch"">Sizing</span> or <span class=""searchmatch"">size</span> is a substance that is applied to, or incorporated into, other materials—especially papers and textiles—to act as a protective filler or",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Serving size,3727330,https://en.wikipedia.org/wiki/Serving_size,"A serving <span class=""searchmatch"">size</span> or portion <span class=""searchmatch"">size</span> is the amount of a food or drink that is generally served. A distinction is made between a portion <span class=""searchmatch"">size</span> as determined by",13.173550605773926
로마의 면적은 서울시의 2배인가요?,Book size,2913030,https://en.wikipedia.org/wiki/Book_size,"The <span class=""searchmatch"">size</span> of a book is generally measured by the height against the width of a leaf, or sometimes the height and width of its cover. A series of terms is",13.173550605773926
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Naturalism,1914445,https://en.wikipedia.org/wiki/Naturalism,"Look up <span class=""searchmatch"">naturalism</span> in Wiktionary, the free dictionary. Not to be confused with Naturism. <span class=""searchmatch"">Naturalism</span> may refer to: Realism <span class=""searchmatch"">Naturalism</span> (literature), a literary",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Naturalism (philosophy),42796964,https://en.wikipedia.org/wiki/Naturalism_%28philosophy%29,"sense, it is also known as ontological <span class=""searchmatch"">naturalism</span>, metaphysical <span class=""searchmatch"">naturalism</span>, pure <span class=""searchmatch"">naturalism</span>, philosophical <span class=""searchmatch"">naturalism</span> and antisupernaturalism. &quot;Ontological&quot;",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Naturalism (literature),212152,https://en.wikipedia.org/wiki/Naturalism_%28literature%29,"<span class=""searchmatch"">Naturalism</span> is a literary movement beginning in the late nineteenth century, similar to literary realism in its rejection of Romanticism, but distinct in",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Metaphysical naturalism,4349679,https://en.wikipedia.org/wiki/Metaphysical_naturalism,"Metaphysical <span class=""searchmatch"">naturalism</span> (also called ontological <span class=""searchmatch"">naturalism</span>, philosophical <span class=""searchmatch"">naturalism</span> and antisupernaturalism) is a philosophical worldview which holds",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Realism (arts),21244047,https://en.wikipedia.org/wiki/Realism_%28arts%29,"term is often used interchangeably with <span class=""searchmatch"">naturalism</span>, although these terms are not necessarily synonymous. <span class=""searchmatch"">Naturalism</span>, as an idea relating to visual representation",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Sociological naturalism,1576445,https://en.wikipedia.org/wiki/Sociological_naturalism,"Sociological <span class=""searchmatch"">naturalism</span> is a theory that states that natural and society are roughly identical and governed by similar principles. In sociological texts",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Religious naturalism,1854919,https://en.wikipedia.org/wiki/Religious_naturalism,"Religious <span class=""searchmatch"">naturalism</span> is a framework for religious orientation in which a naturalist worldview is used to respond to types of questions and aspirations",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Naturalism (theatre),20295168,https://en.wikipedia.org/wiki/Naturalism_%28theatre%29,"<span class=""searchmatch"">Naturalism</span> is a movement in European drama and theatre that developed in the late 19th and early 20th centuries. It refers to theatre that attempts to",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Ethical naturalism,9285,https://en.wikipedia.org/wiki/Ethical_naturalism,"Ethical <span class=""searchmatch"">naturalism</span> (also called moral <span class=""searchmatch"">naturalism</span> or naturalistic cognitivistic definism) is the meta-ethical view that holds that moral properties and",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Secular humanism,29021,https://en.wikipedia.org/wiki/Secular_humanism,"that embraces human reason, logic, secular ethics, and philosophical <span class=""searchmatch"">naturalism</span>, while specifically rejecting religious dogma, supernaturalism, and superstition",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophy,13692155,https://en.wikipedia.org/wiki/Philosophy,"Western philosophy originated in Ancient Greece and covers a wide area of <span class=""searchmatch"">philosophical</span> subfields. A central topic in Arabic–Persian philosophy is the relation",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical skepticism,204510,https://en.wikipedia.org/wiki/Philosophical_skepticism,"<span class=""searchmatch"">Philosophical</span> skepticism (UK spelling: scepticism; from Greek σκέψις skepsis, &quot;inquiry&quot;) is a family of <span class=""searchmatch"">philosophical</span> views that question the possibility",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical realism,1271121,https://en.wikipedia.org/wiki/Philosophical_realism,"<span class=""searchmatch"">Philosophical</span> realism—usually not treated as a position of its own but as a stance towards other subject matters—is the view that a certain kind of thing",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical pessimism,71784593,https://en.wikipedia.org/wiki/Philosophical_pessimism,"<span class=""searchmatch"">Philosophical</span> pessimism is a <span class=""searchmatch"">philosophical</span> tradition that argues that life is not worth living and that non-existence is preferable to existence. Thinkers",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical language,1850174,https://en.wikipedia.org/wiki/Philosophical_language,"A <span class=""searchmatch"">philosophical</span> language is any constructed language that is constructed from first principles, sometimes following a classification. It is considered",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical methodology,23012,https://en.wikipedia.org/wiki/Philosophical_methodology,"<span class=""searchmatch"">Philosophical</span> methodology encompasses the methods used to philosophize and the study of these methods. Methods of philosophy are procedures for conducting",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,American Philosophical Society,283120,https://en.wikipedia.org/wiki/American_Philosophical_Society,"The American <span class=""searchmatch"">Philosophical</span> Society (APS) is an American scholarly organization and learned society founded in 1743 in Philadelphia that promotes knowledge",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,List of philosophies,1007026,https://en.wikipedia.org/wiki/List_of_philosophies,"List of philosophies, schools of thought and <span class=""searchmatch"">philosophical</span> movements. Contents Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z See also Absurdism",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical anarchism,8817545,https://en.wikipedia.org/wiki/Philosophical_anarchism,"<span class=""searchmatch"">Philosophical</span> anarchism is an anarchist school of thought which focuses on intellectual criticism of authority, especially political power, and the legitimacy",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Philosophical commentary,52334129,https://en.wikipedia.org/wiki/Philosophical_commentary,"A <span class=""searchmatch"">philosophical</span> commentary is a written exposition and analysis of an authoritative <span class=""searchmatch"">philosophical</span> text. A large portion of the schools of thought was",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origin,22717,https://en.wikipedia.org/wiki/Origin,"Look up <span class=""searchmatch"">origin</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Origin</span>(s) or The <span class=""searchmatch"">Origin</span> may refer to: <span class=""searchmatch"">Origin</span> (comics), a Wolverine comic book mini-series published",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Blue Origin,887418,https://en.wikipedia.org/wiki/Blue_Origin,"Blue <span class=""searchmatch"">Origin</span> Enterprises, L.P. is an American space technology company headquartered in Kent, Washington. The company operates the suborbital New Shepard",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,UBlock Origin,45422649,https://en.wikipedia.org/wiki/UBlock_Origin,"uBlock <span class=""searchmatch"">Origin</span> (/ˈjuːblɒk/ YOO-blok) is a free and open-source browser extension for content filtering, including ad blocking. The extension is available",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origin (Brown novel),54182440,https://en.wikipedia.org/wiki/Origin_%28Brown_novel%29,"<span class=""searchmatch"">Origin</span> is a 2017 mystery thriller novel by American author Dan Brown and the fifth installment in his Robert Langdon series, following Inferno. The book",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,On the Origin of Species,29932,https://en.wikipedia.org/wiki/On_the_Origin_of_Species,"On the <span class=""searchmatch"">Origin</span> of Species (or, more completely, On the <span class=""searchmatch"">Origin</span> of Species by Means of Natural Selection, or the Preservation of Favoured Races in the Struggle",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origin (film),72858028,https://en.wikipedia.org/wiki/Origin_%28film%29,"<span class=""searchmatch"">Origin</span> is a 2023 American biographical drama film written and directed by Ava DuVernay. It is based on the life of Isabel Wilkerson, played by Aunjanue",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origines,5986623,https://en.wikipedia.org/wiki/Origines,"<span class=""searchmatch"">Origines</span> ([<span class=""searchmatch"">ɔˈriːɡɪneːs</span>], &quot;<span class=""searchmatch"">Origins</span>&quot;) is the title of a lost work on Roman and Italian history by Cato the Elder, composed in the early-2nd century BC.",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Same-origin policy,1883276,https://en.wikipedia.org/wiki/Same-origin_policy,"In computing, the same-<span class=""searchmatch"">origin</span> policy (SOP) is a concept in the web application security model. Under the policy, a web browser permits scripts contained",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origin myth,12797709,https://en.wikipedia.org/wiki/Origin_myth,"An <span class=""searchmatch"">origin</span> myth is a type of myth that explains the beginnings of a natural or social aspect of the world. Creation myths are a type of <span class=""searchmatch"">origin</span> myth narrating",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origin of the Palestinians,74301156,https://en.wikipedia.org/wiki/Origin_of_the_Palestinians,"Studies on the <span class=""searchmatch"">origins</span> of the Palestinians, encompassing the Arab inhabitants of the former Mandatory Palestine and their descendants, are approached",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Emergence,37436,https://en.wikipedia.org/wiki/Emergence,"In philosophy, systems theory, science, and art, <span class=""searchmatch"">emergence</span> occurs when a complex entity has properties or behaviors that its parts do not have on their",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Emergence (Alien: Earth),80773368,https://en.wikipedia.org/wiki/Emergence_%28Alien%3A_Earth%29,"&quot;<span class=""searchmatch"">Emergence</span>&quot; is the seventh episode of the American science fiction horror television series Alien: Earth, the first television series of the Alien franchise",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,The Gifted season 2,56355070,https://en.wikipedia.org/wiki/The_Gifted_season_2,"from the original on July 22, 2018. Retrieved July 22, 2018. &quot;(GIF-201) &quot;<span class=""searchmatch"">eMergence</span>&quot;&quot;. The Futon Critic. Archived from the original on May 28, 2024. Retrieved",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Emergence (2025),80329167,https://en.wikipedia.org/wiki/Emergence_%282025%29,"The 2025 <span class=""searchmatch"">Emergence</span> was a professional wrestling event produced by Total Nonstop Action Wrestling. It took place on August 15, 2025, at Chesapeake Employers",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Emergence (song),79500366,https://en.wikipedia.org/wiki/Emergence_%28song%29,"&quot;<span class=""searchmatch"">Emergence</span>&quot; is a song by anonymous English rock band Sleep Token. Written by the band&#039;s frontman Vessel and drummer II, it was produced by Carl Bown and",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Metamorphosis (manga),64912528,https://en.wikipedia.org/wiki/Metamorphosis_%28manga%29,"Metamorphosis (変身, Henshin) — originally subtitled <span class=""searchmatch"">Emergence</span> — is a hentai manga written and illustrated by American-Japanese mangaka Shindo L. It was",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Emergence (disambiguation),4506930,https://en.wikipedia.org/wiki/Emergence_%28disambiguation%29,"up <span class=""searchmatch"">emergence</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Emergence</span> is the process of complex pattern formation from more basic constituent parts. <span class=""searchmatch"">Emergence</span> (Palmer",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Pupa,292371,https://en.wikipedia.org/wiki/Pupa,"pupation, and the act of emerging from the pupal case is called eclosion or <span class=""searchmatch"">emergence</span>. The pupae of different groups of insects have different names such as",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Origin of language,620396,https://en.wikipedia.org/wiki/Origin_of_language,"late twentieth century. Various hypotheses have been developed on the <span class=""searchmatch"">emergence</span> of language. While Charles Darwin&#039;s theory of evolution by natural selection",13.157624006271362
철학적 자연주의의 이론이 처음으로 등장한 것은 언제인가요?,Sidney Poitier,46052,https://en.wikipedia.org/wiki/Sidney_Poitier,"historian Aram Goudsouzian. Sidney Poitier Black and White: Sidney Poitier&#039;s <span class=""searchmatch"">Emergence</span> in the 1960s as a Black Icon (2020) by Philip Powers. His life has been",13.157624006271362
